Caso,Atividade,Recurso,Início,Fim
926,Solicitar Ticket,Cancela 2,2023-07-01 07:53:36,2023-07-01 07:53:49
926,Reservar Vaga,Totem 1,2023-07-01 07:54:25,2023-07-01 07:57:41
926,Solicitar Ticket,Cancela 5,2023-07-01 07:58:00,2023-07-01 07:58:15
926,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 07:58:32,2023-07-01 07:58:33
926,Impressão do Ticket,Cancela 5,2023-07-01 07:59:00,2023-07-01 07:59:20
926,Solicitar Ticket,Cancela 5,2023-07-01 08:47:20,2023-07-01 08:47:28
926,Cancelar Reserva,Totem 4,2023-07-01 08:47:46,2023-07-01 08:49:06
926,Impressão do Ticket,Cancela 1,2023-07-01 08:49:33,2023-07-01 08:49:40
926,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 10:26:40,2023-07-01 10:26:44
926,Saída do Estacionamento,Caixa 2,2023-07-01 10:26:57,2023-07-01 10:26:57
927,Entrada no Estacionamento,Cancela 4,2023-07-01 09:36:00,2023-07-01 09:36:00
927,Reservar Vaga,Totem 3,2023-07-01 09:36:55,2023-07-01 09:40:06
927,Adicionar Créditos,Totem 2,2023-07-01 09:40:17,2023-07-01 09:41:28
927,Cancelar Reserva,Totem 4,2023-07-01 09:41:49,2023-07-01 09:42:48
927,Adicionar Créditos,Totem 2,2023-07-01 09:43:16,2023-07-01 09:44:31
927,Solicitar Ticket,Cancela 3,2023-07-01 09:44:43,2023-07-01 09:44:59
927,Impressão do Ticket,Cancela 1,2023-07-01 09:45:06,2023-07-01 09:45:16
927,Solicitar Ticket,Cancela 1,2023-07-01 12:43:16,2023-07-01 12:43:24
927,Validar Ticket,Caixa 4,2023-07-01 12:44:03,2023-07-01 12:44:13
927,Solicitar Ticket,Cancela 4,2023-07-01 12:44:20,2023-07-01 12:44:36
927,Pagar Estacionamento,Caixa 2,2023-07-01 12:44:49,2023-07-01 12:46:56
927,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 12:47:04,2023-07-01 12:47:07
927,Impressão do Ticket,Cancela 2,2023-07-01 12:47:10,2023-07-01 12:47:22
927,Validar Ticket,Caixa 1,2023-07-01 13:53:22,2023-07-01 13:53:31
927,Impressão do Ticket,Cancela 2,2023-07-01 13:54:24,2023-07-01 13:54:38
927,Cancelar Reserva,Totem 3,2023-07-01 17:22:38,2023-07-01 17:23:37
927,Reservar Vaga,Totem 3,2023-07-01 17:24:20,2023-07-01 17:26:20
927,Saída do Estacionamento,Caixa 3,2023-07-01 17:26:54,2023-07-01 17:26:54
928,Entrada no Estacionamento,Cancela 1,2023-07-01 08:05:00,2023-07-01 08:05:00
928,Solicitar Ticket,Cancela 4,2023-07-01 08:05:25,2023-07-01 08:05:36
928,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 08:05:59,2023-07-01 08:06:02
928,Solicitar Ticket,Cancela 2,2023-07-01 08:06:09,2023-07-01 08:06:19
928,Saída do Estacionamento,Caixa 3,2023-07-01 08:06:28,2023-07-01 08:06:28
929,Entrada no Estacionamento,Cancela 3,2023-07-01 08:59:00,2023-07-01 08:59:00
929,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 08:59:11,2023-07-01 09:01:35
929,Solicitar Ticket,Cancela 2,2023-07-01 09:02:24,2023-07-01 09:02:43
929,Impressão do Ticket,Cancela 2,2023-07-01 09:02:48,2023-07-01 09:03:06
929,Solicitar Ticket,Cancela 1,2023-07-01 09:07:06,2023-07-01 09:07:20
929,Impressão do Ticket,Cancela 5,2023-07-01 09:07:34,2023-07-01 09:07:40
929,Solicitar Ticket,Cancela 5,2023-07-01 12:17:40,2023-07-01 12:17:46
929,Impressão do Ticket,Cancela 5,2023-07-01 12:18:08,2023-07-01 12:18:23
929,Validar Ticket,Caixa 4,2023-07-01 15:47:23,2023-07-01 15:47:33
929,Adicionar Créditos,Totem 4,2023-07-01 15:48:14,2023-07-01 15:48:42
929,Impressão do Ticket,Cancela 3,2023-07-01 15:49:26,2023-07-01 15:49:36
929,Pagar Estacionamento,Caixa 2,2023-07-01 19:19:36,2023-07-01 19:21:19
929,Adicionar Créditos,Totem 3,2023-07-01 19:21:54,2023-07-01 19:22:23
929,Pagar Estacionamento,Caixa 3,2023-07-01 19:23:10,2023-07-01 19:25:29
929,Scan Sem Parar,Cancela 3,2023-07-01 19:26:15,2023-07-01 19:26:17
929,Solicitar Ticket,Cancela 5,2023-07-01 22:05:17,2023-07-01 22:05:33
929,Validar Ticket,Caixa 1,2023-07-01 22:06:09,2023-07-01 22:06:18
929,Saída do Estacionamento,Caixa 1,2023-07-01 22:06:20,2023-07-01 22:06:20
930,Entrada no Estacionamento,Cancela 2,2023-07-01 08:20:00,2023-07-01 08:20:00
930,Solicitar Ticket,Cancela 5,2023-07-01 08:20:38,2023-07-01 08:20:49
930,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 08:21:42,2023-07-01 08:21:43
930,Saída do Estacionamento,Caixa 1,2023-07-01 08:22:01,2023-07-01 08:22:01
931,Entrada no Estacionamento,Cancela 2,2023-07-01 09:47:00,2023-07-01 09:47:00
931,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 09:47:06,2023-07-01 09:47:07
931,Solicitar Ticket,Cancela 2,2023-07-01 09:48:07,2023-07-01 09:48:15
931,Saída do Estacionamento,Caixa 4,2023-07-01 09:48:19,2023-07-01 09:48:19
932,Entrada no Estacionamento,Cancela 5,2023-07-01 10:21:00,2023-07-01 10:21:00
932,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 10:21:37,2023-07-01 10:21:41
932,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 10:22:28,2023-07-01 10:24:30
932,Scan Sem Parar,Cancela 4,2023-07-01 10:25:28,2023-07-01 10:25:29
932,Saída do Estacionamento,Caixa 2,2023-07-01 10:30:29,2023-07-01 10:30:29
933,Entrada no Estacionamento,Cancela 1,2023-07-01 10:19:00,2023-07-01 10:19:00
933,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 10:19:47,2023-07-01 10:19:51
933,Saída do Estacionamento,Caixa 2,2023-07-01 10:20:44,2023-07-01 10:20:44
934,Entrada no Estacionamento,Cancela 4,2023-07-01 09:23:00,2023-07-01 09:23:00
934,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 09:23:33,2023-07-01 09:26:14
934,Scan Sem Parar,Cancela 4,2023-07-01 09:26:45,2023-07-01 09:26:49
934,Saída do Estacionamento,Caixa 1,2023-07-01 10:25:49,2023-07-01 10:25:49
935,Entrada no Estacionamento,Cancela 2,2023-07-01 07:58:00,2023-07-01 07:58:00
935,Solicitar Ticket,Cancela 1,2023-07-01 07:58:50,2023-07-01 07:59:08
935,Impressão do Ticket,Cancela 4,2023-07-01 07:59:09,2023-07-01 07:59:21
935,Solicitar Ticket,Cancela 2,2023-07-01 09:57:21,2023-07-01 09:57:37
935,Adicionar Créditos,Totem 1,2023-07-01 09:57:41,2023-07-01 09:58:53
935,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 09:59:26,2023-07-01 09:59:29
935,Adicionar Créditos,Totem 2,2023-07-01 10:00:12,2023-07-01 10:01:00
935,Saída do Estacionamento,Caixa 3,2023-07-01 10:01:38,2023-07-01 10:01:38
936,Entrada no Estacionamento,Cancela 2,2023-07-01 11:40:00,2023-07-01 11:40:00
936,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 11:40:22,2023-07-01 11:44:43
936,Solicitar Ticket,Cancela 4,2023-07-01 11:45:18,2023-07-01 11:45:38
936,Impressão do Ticket,Cancela 1,2023-07-01 11:46:33,2023-07-01 11:46:44
936,Solicitar Ticket,Cancela 4,2023-07-01 14:37:44,2023-07-01 14:37:59
936,Validar Ticket,Caixa 2,2023-07-01 14:38:29,2023-07-01 14:38:38
936,Impressão do Ticket,Cancela 5,2023-07-01 14:38:39,2023-07-01 14:38:52
936,Saída do Estacionamento,Caixa 1,2023-07-01 18:11:52,2023-07-01 18:11:52
937,Entrada no Estacionamento,Cancela 5,2023-07-01 07:35:00,2023-07-01 07:35:00
937,Solicitar Ticket,Cancela 4,2023-07-01 07:35:23,2023-07-01 07:35:33
937,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 07:36:28,2023-07-01 07:41:49
937,Impressão do Ticket,Cancela 4,2023-07-01 07:42:42,2023-07-01 07:43:01
937,Solicitar Ticket,Cancela 1,2023-07-01 08:49:01,2023-07-01 08:49:07
937,Impressão do Ticket,Cancela 5,2023-07-01 08:49:50,2023-07-01 08:50:03
937,Solicitar Ticket,Cancela 5,2023-07-01 10:55:03,2023-07-01 10:55:17
937,Validar Ticket,Caixa 3,2023-07-01 10:55:32,2023-07-01 10:55:37
937,Solicitar Ticket,Cancela 5,2023-07-01 10:56:20,2023-07-01 10:56:27
937,Adicionar Créditos,Totem 4,2023-07-01 10:57:22,2023-07-01 10:58:05
937,Validar Ticket,Caixa 1,2023-07-01 10:58:37,2023-07-01 10:58:49
937,Saída do Estacionamento,Caixa 2,2023-07-01 10:59:46,2023-07-01 10:59:46
938,Entrada no Estacionamento,Cancela 4,2023-07-01 10:05:00,2023-07-01 10:05:00
938,Scan Sem Parar,Cancela 2,2023-07-01 10:05:14,2023-07-01 10:05:15
938,Solicitar Ticket,Cancela 3,2023-07-01 13:55:15,2023-07-01 13:55:22
938,Saída do Estacionamento,Caixa 3,2023-07-01 13:55:24,2023-07-01 13:55:24
939,Entrada no Estacionamento,Cancela 4,2023-07-01 11:02:00,2023-07-01 11:02:00
939,Solicitar Ticket,Cancela 5,2023-07-01 11:02:57,2023-07-01 11:03:10
939,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 11:03:34,2023-07-01 11:03:37
939,Reservar Vaga,Totem 3,2023-07-01 11:03:39,2023-07-01 11:05:09
939,Impressão do Ticket,Cancela 5,2023-07-01 11:05:42,2023-07-01 11:06:01
939,Solicitar Ticket,Cancela 1,2023-07-01 14:33:01,2023-07-01 14:33:09
939,Impressão do Ticket,Cancela 2,2023-07-01 14:33:42,2023-07-01 14:34:01
939,Validar Ticket,Caixa 2,2023-07-01 14:35:01,2023-07-01 14:35:07
939,Cancelar Reserva,Totem 3,2023-07-01 14:35:55,2023-07-01 14:36:19
939,Pagar Estacionamento,Caixa 2,2023-07-01 14:37:08,2023-07-01 14:38:40
939,Solicitar Ticket,Cancela 1,2023-07-01 14:39:09,2023-07-01 14:39:27
939,Impressão do Ticket,Cancela 4,2023-07-01 14:40:20,2023-07-01 14:40:28
939,Validar Ticket,Caixa 2,2023-07-01 16:55:28,2023-07-01 16:55:38
939,Solicitar Ticket,Cancela 2,2023-07-01 16:56:07,2023-07-01 16:56:23
939,Saída do Estacionamento,Caixa 1,2023-07-01 16:56:25,2023-07-01 16:56:25
940,Entrada no Estacionamento,Cancela 3,2023-07-01 09:28:00,2023-07-01 09:28:00
940,Adicionar Créditos,Totem 4,2023-07-01 09:28:37,2023-07-01 09:29:26
940,Solicitar Ticket,Cancela 5,2023-07-01 09:29:35,2023-07-01 09:29:54
940,Impressão do Ticket,Cancela 1,2023-07-01 09:30:01,2023-07-01 09:30:20
940,Solicitar Ticket,Cancela 1,2023-07-01 12:53:20,2023-07-01 12:53:36
940,Impressão do Ticket,Cancela 2,2023-07-01 12:54:18,2023-07-01 12:54:31
940,Validar Ticket,Caixa 1,2023-07-01 16:21:31,2023-07-01 16:21:43
940,Solicitar Ticket,Cancela 3,2023-07-01 16:22:36,2023-07-01 16:22:47
940,Saída do Estacionamento,Caixa 4,2023-07-01 16:23:45,2023-07-01 16:23:45
941,Entrada no Estacionamento,Cancela 4,2023-07-01 11:16:00,2023-07-01 11:16:00
941,Solicitar Ticket,Cancela 2,2023-07-01 11:16:50,2023-07-01 11:17:07
941,Impressão do Ticket,Cancela 5,2023-07-01 11:18:02,2023-07-01 11:18:19
941,Solicitar Ticket,Cancela 5,2023-07-01 14:02:19,2023-07-01 14:02:27
941,Validar Ticket,Caixa 4,2023-07-01 14:02:51,2023-07-01 14:03:02
941,Saída do Estacionamento,Caixa 4,2023-07-01 14:03:31,2023-07-01 14:03:31
942,Entrada no Estacionamento,Cancela 5,2023-07-01 10:08:00,2023-07-01 10:08:00
942,Solicitar Ticket,Cancela 5,2023-07-01 10:08:36,2023-07-01 10:08:56
942,Impressão do Ticket,Cancela 3,2023-07-01 10:09:11,2023-07-01 10:09:28
942,Validar Ticket,Caixa 1,2023-07-01 13:34:28,2023-07-01 13:34:33
942,Solicitar Ticket,Cancela 1,2023-07-01 13:34:43,2023-07-01 13:34:50
942,Saída do Estacionamento,Caixa 2,2023-07-01 13:35:10,2023-07-01 13:35:10
943,Entrada no Estacionamento,Cancela 3,2023-07-01 11:21:00,2023-07-01 11:21:00
943,Solicitar Ticket,Cancela 1,2023-07-01 11:21:14,2023-07-01 11:21:25
943,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 11:22:05,2023-07-01 11:22:08
943,Solicitar Ticket,Cancela 2,2023-07-01 11:22:25,2023-07-01 11:22:38
943,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 11:23:22,2023-07-01 11:28:07
943,Solicitar Ticket,Cancela 3,2023-07-01 11:28:44,2023-07-01 11:28:56
943,Adicionar Créditos,Totem 4,2023-07-01 11:29:09,2023-07-01 11:29:43
943,Impressão do Ticket,Cancela 4,2023-07-01 11:29:51,2023-07-01 11:29:58
943,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 13:51:58,2023-07-01 13:57:13
943,Adicionar Créditos,Totem 1,2023-07-01 13:57:14,2023-07-01 13:57:43
943,Reservar Vaga,Totem 1,2023-07-01 13:58:39,2023-07-01 14:00:23
943,Solicitar Ticket,Cancela 2,2023-07-01 14:01:14,2023-07-01 14:01:34
943,Cancelar Reserva,Totem 3,2023-07-01 14:01:38,2023-07-01 14:02:11
943,Impressão do Ticket,Cancela 5,2023-07-01 14:02:53,2023-07-01 14:02:59
943,Validar Ticket,Caixa 2,2023-07-01 17:35:59,2023-07-01 17:36:05
943,Saída do Estacionamento,Caixa 4,2023-07-01 17:36:06,2023-07-01 17:36:06
944,Entrada no Estacionamento,Cancela 5,2023-07-01 10:51:00,2023-07-01 10:51:00
944,Solicitar Ticket,Cancela 5,2023-07-01 10:51:20,2023-07-01 10:51:33
944,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 10:52:16,2023-07-01 10:52:18
944,Impressão do Ticket,Cancela 4,2023-07-01 10:52:43,2023-07-01 10:53:03
944,Saída do Estacionamento,Caixa 1,2023-07-01 13:52:03,2023-07-01 13:52:03
945,Entrada no Estacionamento,Cancela 2,2023-07-01 08:14:00,2023-07-01 08:14:00
945,Scan Sem Parar,Cancela 3,2023-07-01 08:14:39,2023-07-01 08:14:42
945,Solicitar Ticket,Cancela 2,2023-07-01 09:46:42,2023-07-01 09:47:02
945,Impressão do Ticket,Cancela 3,2023-07-01 09:47:23,2023-07-01 09:47:36
945,Saída do Estacionamento,Caixa 4,2023-07-01 09:56:36,2023-07-01 09:56:36
946,Entrada no Estacionamento,Cancela 5,2023-07-01 07:44:00,2023-07-01 07:44:00
946,Solicitar Ticket,Cancela 3,2023-07-01 07:44:02,2023-07-01 07:44:18
946,Impressão do Ticket,Cancela 5,2023-07-01 07:44:55,2023-07-01 07:45:03
946,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 09:37:03,2023-07-01 09:41:16
946,Impressão do Ticket,Cancela 4,2023-07-01 09:41:58,2023-07-01 09:42:16
946,Adicionar Créditos,Totem 3,2023-07-01 12:52:16,2023-07-01 12:53:33
946,Solicitar Ticket,Cancela 2,2023-07-01 12:54:27,2023-07-01 12:54:43
946,Impressão do Ticket,Cancela 5,2023-07-01 12:55:38,2023-07-01 12:55:44
946,Validar Ticket,Caixa 4,2023-07-01 16:35:44,2023-07-01 16:35:50
946,Solicitar Ticket,Cancela 3,2023-07-01 16:35:56,2023-07-01 16:36:10
946,Saída do Estacionamento,Caixa 2,2023-07-01 16:37:09,2023-07-01 16:37:09
947,Entrada no Estacionamento,Cancela 4,2023-07-01 11:58:00,2023-07-01 11:58:00
947,Adicionar Créditos,Totem 3,2023-07-01 11:58:42,2023-07-01 11:59:51
947,Solicitar Ticket,Cancela 2,2023-07-01 12:00:29,2023-07-01 12:00:49
947,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 12:01:40,2023-07-01 12:01:43
947,Solicitar Ticket,Cancela 2,2023-07-01 12:02:20,2023-07-01 12:02:30
947,Impressão do Ticket,Cancela 4,2023-07-01 12:02:57,2023-07-01 12:03:09
947,Validar Ticket,Caixa 2,2023-07-01 12:19:09,2023-07-01 12:19:15
947,Impressão do Ticket,Cancela 2,2023-07-01 12:19:16,2023-07-01 12:19:25
947,Validar Ticket,Caixa 2,2023-07-01 14:41:25,2023-07-01 14:41:32
947,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 14:41:37,2023-07-01 14:41:41
947,Reservar Vaga,Totem 4,2023-07-01 14:41:57,2023-07-01 14:43:19
947,Solicitar Ticket,Cancela 4,2023-07-01 14:43:22,2023-07-01 14:43:34
947,Adicionar Créditos,Totem 4,2023-07-01 14:44:22,2023-07-01 14:45:39
947,Impressão do Ticket,Cancela 1,2023-07-01 14:45:51,2023-07-01 14:46:11
947,Adicionar Créditos,Totem 2,2023-07-01 15:45:11,2023-07-01 15:46:17
947,Validar Ticket,Caixa 2,2023-07-01 15:47:02,2023-07-01 15:47:11
947,Solicitar Ticket,Cancela 2,2023-07-01 15:48:02,2023-07-01 15:48:08
947,Cancelar Reserva,Totem 1,2023-07-01 15:48:31,2023-07-01 15:49:42
947,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 15:50:26,2023-07-01 15:50:30
947,Pagar Estacionamento,Caixa 3,2023-07-01 15:50:50,2023-07-01 15:52:25
947,Solicitar Ticket,Cancela 3,2023-07-01 15:53:02,2023-07-01 15:53:09
947,Pagar Estacionamento,Caixa 1,2023-07-01 15:53:16,2023-07-01 15:55:45
947,Saída do Estacionamento,Caixa 4,2023-07-01 15:56:34,2023-07-01 15:56:34
948,Entrada no Estacionamento,Cancela 3,2023-07-01 09:49:00,2023-07-01 09:49:00
948,Solicitar Ticket,Cancela 4,2023-07-01 09:49:44,2023-07-01 09:50:00
948,Impressão do Ticket,Cancela 1,2023-07-01 09:50:06,2023-07-01 09:50:16
948,Reservar Vaga,Totem 4,2023-07-01 13:14:16,2023-07-01 13:17:52
948,Solicitar Ticket,Cancela 5,2023-07-01 13:18:01,2023-07-01 13:18:13
948,Impressão do Ticket,Cancela 5,2023-07-01 13:19:08,2023-07-01 13:19:19
948,Solicitar Ticket,Cancela 1,2023-07-01 13:57:19,2023-07-01 13:57:37
948,Validar Ticket,Caixa 3,2023-07-01 13:57:46,2023-07-01 13:57:50
948,Impressão do Ticket,Cancela 5,2023-07-01 13:58:12,2023-07-01 13:58:20
948,Solicitar Ticket,Cancela 2,2023-07-01 15:50:20,2023-07-01 15:50:30
948,Cancelar Reserva,Totem 2,2023-07-01 15:51:16,2023-07-01 15:51:57
948,Pagar Estacionamento,Caixa 1,2023-07-01 15:52:15,2023-07-01 15:53:29
948,Saída do Estacionamento,Caixa 2,2023-07-01 15:53:40,2023-07-01 15:53:40
949,Entrada no Estacionamento,Cancela 1,2023-07-01 08:31:00,2023-07-01 08:31:00
949,Solicitar Ticket,Cancela 3,2023-07-01 08:31:25,2023-07-01 08:31:45
949,Impressão do Ticket,Cancela 5,2023-07-01 08:32:42,2023-07-01 08:32:51
949,Reservar Vaga,Totem 3,2023-07-01 08:57:51,2023-07-01 09:01:11
949,Validar Ticket,Caixa 2,2023-07-01 09:01:21,2023-07-01 09:01:28
949,Impressão do Ticket,Cancela 1,2023-07-01 09:02:09,2023-07-01 09:02:19
949,Solicitar Ticket,Cancela 4,2023-07-01 09:36:19,2023-07-01 09:36:38
949,Reservar Vaga,Totem 4,2023-07-01 09:37:02,2023-07-01 09:38:56
949,Validar Ticket,Caixa 4,2023-07-01 09:39:26,2023-07-01 09:39:33
949,Impressão do Ticket,Cancela 3,2023-07-01 09:40:31,2023-07-01 09:40:50
949,Solicitar Ticket,Cancela 5,2023-07-01 12:19:50,2023-07-01 12:20:07
949,Cancelar Reserva,Totem 1,2023-07-01 12:20:44,2023-07-01 12:21:20
949,Validar Ticket,Caixa 1,2023-07-01 12:21:54,2023-07-01 12:22:00
949,Saída do Estacionamento,Caixa 1,2023-07-01 12:22:45,2023-07-01 12:22:45
950,Entrada no Estacionamento,Cancela 3,2023-07-01 11:14:00,2023-07-01 11:14:00
950,Solicitar Ticket,Cancela 3,2023-07-01 11:14:06,2023-07-01 11:14:25
950,Impressão do Ticket,Cancela 5,2023-07-01 11:15:05,2023-07-01 11:15:11
950,Reservar Vaga,Totem 3,2023-07-01 15:12:11,2023-07-01 15:15:15
950,Adicionar Créditos,Totem 2,2023-07-01 15:15:46,2023-07-01 15:16:42
950,Solicitar Ticket,Cancela 1,2023-07-01 15:17:30,2023-07-01 15:17:36
950,Cancelar Reserva,Totem 2,2023-07-01 15:18:13,2023-07-01 15:19:03
950,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 15:19:32,2023-07-01 15:23:58
950,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 15:24:58,2023-07-01 15:24:59
950,Solicitar Ticket,Cancela 3,2023-07-01 15:25:50,2023-07-01 15:26:00
950,Impressão do Ticket,Cancela 3,2023-07-01 15:26:19,2023-07-01 15:26:27
950,Cancelar Reserva,Totem 4,2023-07-01 17:24:27,2023-07-01 17:25:18
950,Saída do Estacionamento,Caixa 2,2023-07-01 17:25:20,2023-07-01 17:25:20
951,Entrada no Estacionamento,Cancela 5,2023-07-01 11:25:00,2023-07-01 11:25:00
951,Solicitar Ticket,Cancela 5,2023-07-01 11:25:58,2023-07-01 11:26:16
951,Impressão do Ticket,Cancela 2,2023-07-01 11:26:47,2023-07-01 11:27:03
951,Solicitar Ticket,Cancela 4,2023-07-01 12:23:03,2023-07-01 12:23:23
951,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 12:23:50,2023-07-01 12:23:53
951,Saída do Estacionamento,Caixa 3,2023-07-01 12:24:24,2023-07-01 12:24:24
952,Entrada no Estacionamento,Cancela 3,2023-07-01 11:14:00,2023-07-01 11:14:00
952,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 11:14:13,2023-07-01 11:18:50
952,Reservar Vaga,Totem 1,2023-07-01 11:19:01,2023-07-01 11:20:52
952,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 11:21:12,2023-07-01 11:21:15
952,Cancelar Reserva,Totem 3,2023-07-01 11:21:34,2023-07-01 11:22:25
952,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 11:22:29,2023-07-01 11:26:22
952,Saída do Estacionamento,Caixa 4,2023-07-01 11:26:35,2023-07-01 11:26:35
953,Entrada no Estacionamento,Cancela 3,2023-07-01 07:41:00,2023-07-01 07:41:00
953,Solicitar Ticket,Cancela 1,2023-07-01 07:41:46,2023-07-01 07:42:00
953,Adicionar Créditos,Totem 3,2023-07-01 07:42:08,2023-07-01 07:43:20
953,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 07:43:29,2023-07-01 07:43:30
953,Solicitar Ticket,Cancela 4,2023-07-01 07:44:06,2023-07-01 07:44:18
953,Scan Sem Parar,Cancela 3,2023-07-01 07:44:19,2023-07-01 07:44:22
953,Solicitar Ticket,Cancela 3,2023-07-01 07:52:22,2023-07-01 07:52:40
953,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 07:53:37,2023-07-01 07:53:41
953,Solicitar Ticket,Cancela 5,2023-07-01 07:54:10,2023-07-01 07:54:24
953,Impressão do Ticket,Cancela 3,2023-07-01 07:55:16,2023-07-01 07:55:33
953,Scan Sem Parar,Cancela 2,2023-07-01 08:36:33,2023-07-01 08:36:36
953,Impressão do Ticket,Cancela 4,2023-07-01 08:58:36,2023-07-01 08:58:52
953,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 11:13:52,2023-07-01 11:16:41
953,Saída do Estacionamento,Caixa 2,2023-07-01 11:17:41,2023-07-01 11:17:41
954,Entrada no Estacionamento,Cancela 2,2023-07-01 12:12:00,2023-07-01 12:12:00
954,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 12:12:10,2023-07-01 12:12:11
954,Saída do Estacionamento,Caixa 3,2023-07-01 12:12:20,2023-07-01 12:12:20
955,Entrada no Estacionamento,Cancela 1,2023-07-01 09:39:00,2023-07-01 09:39:00
955,Solicitar Ticket,Cancela 2,2023-07-01 09:39:02,2023-07-01 09:39:18
955,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 09:40:17,2023-07-01 09:42:17
955,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 09:42:50,2023-07-01 09:42:52
955,Adicionar Créditos,Totem 1,2023-07-01 09:42:53,2023-07-01 09:43:48
955,Saída do Estacionamento,Caixa 3,2023-07-01 09:44:48,2023-07-01 09:44:48
956,Entrada no Estacionamento,Cancela 4,2023-07-01 08:12:00,2023-07-01 08:12:00
956,Solicitar Ticket,Cancela 3,2023-07-01 08:12:22,2023-07-01 08:12:39
956,Impressão do Ticket,Cancela 4,2023-07-01 08:13:01,2023-07-01 08:13:20
956,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 09:34:20,2023-07-01 09:34:22
956,Impressão do Ticket,Cancela 4,2023-07-01 09:34:37,2023-07-01 09:34:55
956,Validar Ticket,Caixa 1,2023-07-01 13:17:55,2023-07-01 13:18:00
956,Reservar Vaga,Totem 4,2023-07-01 13:18:23,2023-07-01 13:19:46
956,Validar Ticket,Caixa 1,2023-07-01 13:19:53,2023-07-01 13:20:03
956,Pagar Estacionamento,Caixa 2,2023-07-01 13:20:53,2023-07-01 13:22:17
956,Cancelar Reserva,Totem 2,2023-07-01 13:22:59,2023-07-01 13:24:12
956,Impressão do Ticket,Cancela 1,2023-07-01 13:24:39,2023-07-01 13:24:46
956,Solicitar Ticket,Cancela 2,2023-07-01 13:59:46,2023-07-01 14:00:01
956,Pagar Estacionamento,Caixa 2,2023-07-01 14:00:39,2023-07-01 14:02:13
956,Reservar Vaga,Totem 1,2023-07-01 14:02:59,2023-07-01 14:06:40
956,Pagar Estacionamento,Caixa 2,2023-07-01 14:06:53,2023-07-01 14:08:19
956,Impressão do Ticket,Cancela 5,2023-07-01 14:08:57,2023-07-01 14:09:14
956,Saída do Estacionamento,Caixa 1,2023-07-01 14:20:14,2023-07-01 14:20:14
957,Entrada no Estacionamento,Cancela 2,2023-07-01 08:28:00,2023-07-01 08:28:00
957,Adicionar Créditos,Totem 1,2023-07-01 08:28:09,2023-07-01 08:29:27
957,Solicitar Ticket,Cancela 1,2023-07-01 08:29:28,2023-07-01 08:29:39
957,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 08:30:23,2023-07-01 08:30:25
957,Impressão do Ticket,Cancela 3,2023-07-01 08:31:22,2023-07-01 08:31:37
957,Adicionar Créditos,Totem 1,2023-07-01 09:43:37,2023-07-01 09:44:31
957,Saída do Estacionamento,Caixa 4,2023-07-01 09:44:53,2023-07-01 09:44:53
958,Entrada no Estacionamento,Cancela 2,2023-07-01 07:13:00,2023-07-01 07:13:00
958,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 07:13:14,2023-07-01 07:13:16
958,Scan Sem Parar,Cancela 2,2023-07-01 07:14:04,2023-07-01 07:14:07
958,Solicitar Ticket,Cancela 2,2023-07-01 08:26:07,2023-07-01 08:26:18
958,Impressão do Ticket,Cancela 2,2023-07-01 08:27:04,2023-07-01 08:27:24
